source,published,airdate,episode,sequence,song,artist,artist_slug,album,time,notes
kafm,yes,2018-10-16,"",32,Second Chance,DeVotchKa,devotchka,This Night Falls Forever,5:26,With whistling
kafm,yes,2018-10-16,"",33,BREAK
kafm,yes,2018-10-16,"",34,R U OK?,Wyves,wyves,R U OK?,3:26,Oldfashioned guitar raveup
kafm,yes,2018-10-16,"",35,In An Unknown Field,The Purrs,purrs,Destroy The Sun,4:25,The howling wobbles
kafm,yes,2018-10-16,"",36,Let The Sky Fall,Ten Years After,ten-years-after,,4:20,The original low rumble
kafm,yes,2018-10-16,"",37,Dark Saturday,Metric,metric,Art of Doubt,3:50,Aggrocanadian
kafm,yes,2018-10-16,"",38,BREAK
kafm,yes,2018-10-16,"",39,Call Me,Mass Gothic,mass-gothic,I've Tortured You Long Enough,4:41,Great galloping
kafm,yes,2018-10-16,"",40,From The Catbird Seat,Knife In The Water,knife-in-water,,4:19,VUesque
kafm,yes,2018-10-16,"",41,3 O'Clock,Blonde Redhead,blonde-redhead,3 O'Clock [EP],4:28,The slow unwinding of fate
kafm,yes,2018-10-16,"",42,BREAK
kafm,yes,2018-10-16,"",43,Hate Thy Neighbor,Brick + Mortar,brick-mortar,Meta Meta Etc.,3:41,New century dance song
kafm,yes,2018-10-16,"",44,More Soul,Young Antiques,young-antiques,Wardrobe For A Jet Weekend,1:39,"Too fast, is over!"
kafm,yes,2018-10-16,"",45,Spend a Night in the Box,Reverend Horton Heat,reverend-horton-heat,Spend a Night In the Box,3:07,Everyone's been in the box
kafm,yes,2018-10-16,"",46,Party Like Your Heart Hurts,Rubblebucket,rubblebucket,Sun Machine,3:32,Good advice
kafm,yes,2018-10-16,"",47,BREAK
kafm,yes,2018-10-16,"",48,Gaslight Anthem (The Song Not The Band),Thin Lips,thin-lips,Chosen Family,3:02,"Yes, the song not the band."
kafm,yes,2018-10-16,"",49,Wedding In Finistère,Jens Lekman,jens-lekman,Life Will See You Now,3:25,Such great hooks
kafm,yes,2018-10-16,"",50,Frames,The Love Language,love-language,Baby Grand,3:05,Cascading bells
kafm,yes,2018-10-16,"",51,BREAK
kafm,yes,2018-10-16,"",52,Me And P St. Beach,Winterbrief,winterbrief,,3:47,Wonder no more
kafm,yes,2018-10-16,"",53,Summertime,The Sundays,sundays,Static and Silence,3:34,Missing the warmth and green
kafm,yes,2018-10-16,"",54,Take Me Away,Ween,ween,Chocolate And Cheese,3:00,Continuing the theme
kafm,yes,2018-10-16,"",55,No One Rides for Free,The Morlocks,morlocks,Bring on the Mesmeric Condition,3:04,Garage punk unlimited
kafm,yes,2018-10-16,"",56,BREAK
kafm,yes,2018-10-16,"",57,Dream In Time,The Luyas,luyas,Human Voicing,5:55,Spooky minimalism
kafm,yes,2018-10-30,"",1,Roadside Cross,Deadbolt,deadbolt,,3:34,I'm the I-40 killer...
kafm,yes,2018-10-30,"",2,Zombie in a Mini Skirt,Messer Chups,messer-chups,,2:17,Originally by Esquivel!
kafm,yes,2018-10-30,"",3,Beach Monster,STRFKR,strfkr,,2:10,"Carry me away, beach monster"
kafm,yes,2018-10-30,"",4,Halloween All Year,The Orwells,orwells,,3:31,Ministry had a similar sentiment 20-plus years ago
kafm,yes,2018-10-30,"",5,BREAK
kafm,yes,2018-10-30,"",6,"Hey, Hey, Hey, Hey",House of Freaks,house-of-freaks,,2:20,Scariest song in my library
kafm,yes,2018-10-30,"",7,Pumpkins,Eskimo,eskimo,,1:11,Where's your pumpkin?
kafm,yes,2018-10-30,"",8,Black Cat 13,Peach Kelli Pop,peach-kelli-pop,Gentle Leader,1:49,Hear it in your dreams
kafm,yes,2018-10-30,"",9,That's Halloween,Duplex Halloween Planet,duplex-halloween-planet,"Duplex Halloween Planet (Hello Recording Club Selection, October 1993)",1:47,Breaking and entering … that’s Halloween!
kafm,yes,2018-10-30,"",10,Halloween,Jason Trachtenburg,jason-trachtenburg,,2:50,Mass reproduction leaves a hole in my heart
kafm,yes,2018-10-30,"",11,BREAK
kafm,yes,2018-10-30,"",12,Sea Ghost,The Unicorns,unicorns,,3:43,Some shanties never age
kafm,yes,2018-10-30,"",13,Happy Torso Bloody Torso,We Wrote The Book on Connectors,we-wrote-book-on-connectors,Almost The Mayors Of Lasers,3:55,A popular song topic
kafm,yes,2018-10-30,"",14,Hamburger Lady,Throbbing Gristle,throbbing-gristle,,4:12,Just grind through it
kafm,yes,2018-10-30,"",15,Everyday Is Halloween,Ministry,ministry,,6:37,Natch
kafm,yes,2018-10-30,"",16,BREAK
kafm,yes,2018-10-30,"",17,Club Mekon,The Mekons,mekons,,3:29,I will marry Sally Timms' voice
kafm,yes,2018-10-30,"",18,Monster,Chad VanGaalen,chad-vangaalen,,3:05,Chad can be pretty spooky
kafm,yes,2018-10-30,"",19,Ghost In The Trees,Thee Oh Sees,thee-oh-sees,,2:15,Do not cross the forest alone
kafm,yes,2018-10-30,"",20,Halloween,Team USA,team-usa,,2:42,A manic New Jersey ending
kafm,yes,2018-10-30,"",1,Orlando,Blood Orange,blood-orange,Negro Swan,3:03,Smoother than the city
kafm,yes,2018-10-30,"",2,For The Portuguese Goth Metal Bands,The Mountain Goats,mountain-goats,Goths,4:10,Nothing is more Halloween
kafm,yes,2018-10-30,"",3,All Of Everything,The Luyas,luyas,Human Voicing,4:06,Space surfing
kafm,yes,2018-10-30,"",4,Walking Out The Door,The Purrs,purrs,Destroy The Sun,3:39,Tearing it up on tour now
kafm,yes,2018-10-30,"",5,BREAK
kafm,yes,2018-10-30,"",6,Broken Heart,Andrea Perry,andrea-perry,,2:36,Strange harmonies
kafm,yes,2018-10-30,"",7,Shake Off The Day,Wyves,wyves,R U OK?,2:38,Sounding raspy and southern
kafm,yes,2018-10-30,"",8,Pata Pata (Skata Skata),Skatalites,skatalites,From Paris With Love,4:06,A classic made even more so
kafm,yes,2018-10-30,"",9,Careless Whisper,The Gossip,gossip,Cover To Cover (Disc One),3:36,A local favorite
kafm,yes,2018-10-30,"",10,BREAK
kafm,yes,2018-10-30,"",11,Pachanga Racha,Sudakistan,sudakistan,Swedish Cobra,3:27,A dark Mano Negra
kafm,yes,2018-10-30,"",12,Old Timer,that dog.,that-dog,that dog.,2:11,Punky honey
kafm,yes,2018-10-30,"",13,Break On Through,King Brothers,king-brothers,Wasteland,2:52,Unrelenting
kafm,yes,2018-10-30,"",14,Performance,White Denim,white-denim,Performance,2:25,Not a performance
kafm,yes,2018-10-30,"",15,BREAK
kafm,yes,2018-10-30,"",16,Slow Bus A-Movin' (Howard Beach Party),Fishbone,fishbone,Tapeheads,2:36,Endless riding
kafm,yes,2018-10-30,"",17,Smash It Up,The Damned,damned,Fiendish Shadows,2:53,Let's destroy
kafm,yes,2018-10-30,"",18,Staring At Zero,Liars,liars,TFCF,2:35,Through the digital grinder
kafm,yes,2018-10-30,"",19,Kill Yourself Live,Mudhoney,mudhoney,Digital Garbage,4:48,Still the same
kafm,yes,2018-10-30,"",20,BREAK
kafm,yes,2018-10-30,"",21,Cara,The Skiffle Players,skiffle-players,Skiff,5:07,Haunting hispanic sounds
kafm,yes,2018-10-30,"",22,Campus,Vampire Weekend,vampire-weekend,Vampire Weekend,2:57,Run for class
kafm,yes,2018-10-30,"",23,Hair,Persons,persons,,2:22,Such an un-googleable mystery
kafm,yes,2018-10-30,"",24,BREAK
kafm,yes,2018-10-30,"",25,"Holy Diploma, Batman - Straight A's!",Neal Hefti And His Orchestra,neal-hefti-his-orchestra,Batman Theme And 19 Hefti Bat Songs,1:45,"Good job, Robin"
kafm,yes,2018-10-30,"",26,Toad (So I'm Told),The Bad Man,bad-man,Laughing With Bad Teeth,3:13,For lovers of Man Man
kafm,yes,2018-10-30,"",27,Blame Myself,Guantanamo Baywatch,guantanamo-baywatch,Desert Center,3:53,Disarmingly old-fashioned
kafm,yes,2018-10-30,"",28,All Alone,Brick + Mortar,brick-mortar,Meta Meta Etc.,2:57,Big production
kafm,yes,2018-10-30,"",29,BREAK
kafm,yes,2018-10-30,"",30,Inner Cry,Rubblebucket,rubblebucket,Sun Machine,3:33,That Eighties mood
kafm,yes,2018-10-30,"",31,Jailbreak,Yo La Tengo,yo-la-tengo,Murder in the Second Degree,3:03,Featuring plenty of cowbell
kafm,yes,2018-10-30,"",32,Prophets,Supersystem,supersystem,,3:39,Chicago dub
kafm,yes,2018-10-30,"",33,Be Like New,Jesse and the Dandelions,jesse-dandelions,Give Up The Gold,4:02,Gentle streams
kafm,yes,2018-10-30,"",34,BREAK
kafm,yes,2018-10-30,"",35,TV In My Eye,Le Shok,le-shok,We Are Electrocution,1:57,Do not flinch
kafm,yes,2018-10-30,"",36,Let's Pretend,The Wrens,wrens,Germs (Tribute): A Small Circle Of Friends,2:44,Like finding treasure
kafm,yes,2018-10-30,"",37,Kool Kids,The Donkeys,donkeys,Sun Damaged Youth,4:15,Slow it down
kafm,yes,2018-10-30,"",38,(You Better Watch Your) Happy Home,The Fucking Eagles,fucking-eagles,,2:48,Is that a threat?
kafm,yes,2018-10-30,"",39,BREAK
kafm,yes,2018-10-30,"",40,Free Money,The Jack Moves,jack-moves,Free Money,4:40,Drift along
kafm,yes,2018-11-13,"",1,Not Getting Your Way,Jesse and the Dandelions,jesse-dandelions,Give Up The Gold,3:20,A gentle approach
kafm,yes,2018-11-13,"",2,Old Saloon,Illinois,illinois,The Adventures of Kid Catastrophe (Deluxe Edition),3:31,Hillbilly to the max
kafm,yes,2018-11-13,"",3,Luna De Miel (Featuring Julieta Venegas),Mastretta,mastretta,Luna de Miel,3:29,Let’s hear it for the theremin player
kafm,yes,2018-11-13,"",4,Your Red Wagon,Robbie Fulks & Linda Gail Lewis,robbie-fulks-linda-gail-lewis,Wild! Wild! Wild!,2:44,Hot hot stuff
kafm,yes,2018-11-13,"",5,BREAK
kafm,yes,2018-11-13,"",6,Man That I've Become,Nick Lowe,nick-lowe,Dig My Mood,2:52,Love the tic-tac
kafm,yes,2018-11-13,"",7,The Machine,King Brothers,king-brothers,Wasteland,1:39,Hang on to the straps
kafm,yes,2018-11-13,"",8,Banjo Song,The Brother Brothers,brother-brothers,Some People I Know,2:36,Lethal sad banjo action
kafm,yes,2018-11-13,"",9,Take It From Me,Phono Pony,phono-pony,Monkey Paw,2:57,Organ grinding
kafm,yes,2018-11-13,"",10,BREAK
kafm,yes,2018-11-13,"",11,Little Green Men,Drink Me,drink-me,Sleep,3:01,They live among us
kafm,yes,2018-11-13,"",12,Folk Singer,Brendan Benson,brendan-benson,Lapalco,3:51,Flanging hard
kafm,yes,2018-11-13,"",13,None Of Your Business Man,Fucked Up,fucked-up,Dose Your Dreams,5:19,Deceptive start
kafm,yes,2018-11-13,"",14,Not Even In Your Dreams,Crocodiles,crocodiles,Dreamless,3:25,Shake it like a pepper grinder
kafm,yes,2018-11-13,"",15,BREAK
kafm,yes,2018-11-13,"",16,Watertank,White Hassle,white-hassle,Life Is Still Sweet,4:05,"If you miss this train, there’ll be another right behind it…"
kafm,yes,2018-11-13,"",17,"9:27a.m., 7/29",mewithoutYou,mewithoutyou,[untitled],2:22,Time to wake up angry
kafm,yes,2018-11-13,"",18,West Texas Blues,Shannen Moser,shannen-moser,I'll Sing,2:49,Sounds about right
kafm,yes,2018-11-13,"",19,Always the Sun (Sunny Side Up Mix),The Stranglers,stranglers,,3:58,Don't forget the Stranglers
kafm,yes,2018-11-13,"",20,BREAK
kafm,yes,2018-11-13,"",21,Tempest,Low,low,Double Negative,4:49,Do not adjust your stereos … everything is just fine
kafm,yes,2018-11-13,"",22,Back and Forth,The Dismemberment Plan,dismemberment-plan,Emergency & I,5:08,Back and forth and back
kafm,yes,2018-11-13,"",23,The Speed of Sound,Wyves,wyves,R U OK?,3:32,Chromatic bass runs ftw
kafm,yes,2018-11-13,"",24,Close To Me,The Comfies,comfies,Close To Me,2:28,More aggressive than “Close To You”
kafm,yes,2018-11-13,"",25,BREAK
kafm,yes,2018-11-13,"",26,Sunlit Sparks (I Won't Break You),Rubblebucket,rubblebucket,Sun Machine,4:07,Enter the discotheque of danger
kafm,yes,2018-11-13,"",27,Ringo,Spot 1019,spot-1019,Still... Again,2:24,Had a dream about the bacon
kafm,yes,2018-11-13,"",28,Twice Inna Lifetime,British India,british-india,Controller,3:36,See you in the mosh pit
kafm,yes,2018-11-13,"",29,Black Magic,Peach Kelli Pop,peach-kelli-pop,Gentle Leader,2:35,Extreme fuxx action
kafm,yes,2018-11-13,"",30,BREAK
kafm,yes,2018-11-13,"",31,Bad Love Is Easy To Do,Guided By Voices,guided-by-voices,Cool Planet,2:05,True words
kafm,yes,2018-11-13,"",32,Update Your Blog,Alex Arrowsmith,alex-arrowsmith,Applewine,2:18,Is it too soon to be nostalgic for blogs?
kafm,yes,2018-11-13,"",33,Bicho Auto,Juana Molina,juana-molina,Wed 21,4:34,Hipnotismo argentino
kafm,yes,2018-11-13,"",34,It's Hard To Turn Me On,Quasi,quasi,"Featuring ""Birds""",4:33,Implacable
kafm,yes,2018-11-13,"",35,BREAK
kafm,yes,2018-11-13,"",36,Hosa Dyna,Brave Combo,brave-combo,Polkas For A Gloomy World,2:08,Ancient hardcore
kafm,yes,2018-11-13,"",37,Nasty,The Jack Moves,jack-moves,Free Money,3:07,The purple spirit is strong in this one
kafm,yes,2018-11-13,"",38,My Boy Lollipop,Millie Small,millie-small,The Reggae Box (Disc 1),2:02,The original
kafm,yes,2018-11-13,"",39,We're On Our Way,Fastball,fastball,Step Into Light,2:45,Still fast
kafm,yes,2018-11-13,"",40,BREAK
kafm,yes,2018-11-13,"",41,Do You Love Your Company?,Ron Gallo,ron-gallo,Stardust Birthday Party,2:19,"Well, do you?"
kafm,yes,2018-11-13,"",42,Video Killed The Radio Star,The Presidents of The United States of America,presidents-of-united-states-of-america,Pure Frosting,3:24,It seems so long ago
kafm,yes,2018-11-13,"",43,Sugar Water,Cibo Matto,cibo-matto,Viva! La Woman,4:29,Check out the incredible palindromic video
kafm,yes,2018-11-13,"",44,BREAK
kafm,yes,2018-11-13,"",45,La Babaduka,Nebula Rosa,nebula-rosa,Bengala,4:00,Mambo mortal
kafm,yes,2018-11-13,"",46,"The Law Offices Of Dewey, Cheatum, and Howe",The Skiffle Players,skiffle-players,Skiff,5:34,For all your legal needs
kafm,yes,2018-11-13,"",47,Pamela,The Kooks,kooks,Let's Go Sunshine,3:05,Fun fluffy stuff
kafm,yes,2018-11-13,"",48,Bienvenidos a mi Disco,Mexican Institute of Sound,mexican-institute-of-sound,Mejico Maxico,3:58,Welcome one and all
kafm,yes,2018-11-13,"",49,BREAK
kafm,yes,2018-11-13,"",50,Do The Trash Can,Jon Spencer,jon-spencer,Spencer Sings The Hits,2:28,Kick that can
kafm,yes,2018-11-13,"",51,Backseat Driver,White Denim,white-denim,Performance,3:17,Also applies to frontseat drivers
kafm,yes,2018-11-13,"",52,Plastic Coffin,Exit Group,exit-group,Adverse Habitat,2:29,Back to No Wave
kafm,yes,2018-11-13,"",53,BREAK
kafm,yes,2018-11-13,"",54,True,Brick + Mortar,brick-mortar,Meta Meta Etc.,1:39,Television … drug of a nation
kafm,yes,2018-11-13,"",55,Future Me Hates Me,The Beths,beths,Future Me Hates Me,4:06,A great deal of fun
kafm,yes,2018-11-13,"",56,The Rover,Interpol,interpol,Marauder,3:38,Smoky rooms and strobing lights
kafm,yes,2018-11-13,"",57,Modern Age,Get Set Go,get-set-go,"Sunshine,Joy & Happiness- a Tragic Tale of Death,Despair and Other Silly Nonsense",3:05,Such a bright and shiny happy song!
kafm,yes,2018-11-13,"",58,BREAK
kafm,yes,2018-11-13,"",59,Done With Those Days,DeVotchKa,devotchka,This Night Falls Forever,5:08,"Oooo, whistling"
kafm,yes,2018-11-27,"",1,Mar-a-Lago,Wyves,wyves,R U OK?,3:43,More fun than it sounds
kafm,yes,2018-11-27,"",2,Donna,Rubblebucket,rubblebucket,Sun Machine,3:45,The new disco-dance
kafm,yes,2018-11-27,"",3,Chained Up Against The Ritual Clique,Exit Group,exit-group,Adverse Habitat,1:55,Uncomfortable angles
kafm,yes,2018-11-27,"",4,BREAK
kafm,yes,2018-11-27,"",5,Um Côco,Zuco 103,zuco-103,Outro Lado,4:21,electrozil
kafm,yes,2018-11-27,"",6,In Spring,Les Hommes,les-hommes,Les Hommes,4:23,Sizzle of rain
kafm,yes,2018-11-27,"",7,Mary Ann,The Brother Brothers,brother-brothers,Some People I Know,2:42,A slow meander
kafm,yes,2018-11-27,"",8,Penn Station,The Jack Moves,jack-moves,Free Money,4:28,Don't you drag your feet
kafm,yes,2018-11-27,"",9,BREAK
kafm,yes,2018-11-27,"",10,Shotgun,Spoon,spoon,Hot Thoughts,3:38,Made for lovin'
kafm,yes,2018-11-27,"",11,Ham Yam,Cilantro Boombox,cilantro-boombox,Shine,0:58,Inexplicable
kafm,yes,2018-11-27,"",12,In At The Beep End,P.P.Roy,p-p-roy,,2:55,Touchtone jingle
kafm,yes,2018-11-27,"",13,Lamp Industries,Young Fresh Fellows,young-fresh-fellows,I Think This Is,2:02,Scott McCaughey is doing better
kafm,yes,2018-11-27,"",14,BREAK
kafm,yes,2018-11-27,"",15,Life Worth Living Pt. 2,Dude York,dude-york,Sincerly,4:17,Happy good fun times
kafm,yes,2018-11-27,"",16,Big Window,Mass Gothic,mass-gothic,I've Tortured You Long Enough,5:44,The pulse is a tractor beam
kafm,yes,2018-11-27,"",17,Another Head for Hydra,mewithoutYou,mewithoutyou,[Untitled],2:43,The low fuzz of post-punk
kafm,yes,2018-11-27,"",18,Felt Like a Dream,Applesaucer,applesaucer,,2:52,Flow with the changes
kafm,yes,2018-11-27,"",19,BREAK
kafm,yes,2018-11-27,"",20,Wasteland,King Brothers,king-brothers,Wasteland,2:53,Let the howling commence
kafm,yes,2018-11-27,"",21,I'm Empty,Carbonas,carbonas,Your Moral Superior,1:14,Grind it to a finish
kafm,yes,2018-11-27,"",22,Everyday People,Slightly Stoopid Feat. G. Love,slightly-stoopid-feat-g-love,"Everyday Life, Everyday People",4:30,Nice mix
kafm,yes,2018-11-27,"",23,BREAK
kafm,yes,2018-11-27,"",24,This Old Dog,Mac DeMarco,mac-demarco,This Old Dog,2:31,Ain't about to forget
kafm,yes,2018-11-27,"",25,"Good Morning, Mrs. Walker",Phono Pony,phono-pony,Monkey Paw,2:51,Guitar shrapnel
kafm,yes,2018-11-27,"",26,"Siki, Siki Baba",Gaëtano Fabri vs. Koçani Orkestar,gaetano-fabri-vs-kocani-orkestar,Electric Gypsyland 2,3:54,Horns a-plenty
kafm,yes,2018-11-27,"",27,Cat Brain Land,Melt-Banana,melt-banana,Bambi's Dilemma,2:12,Blast it out
kafm,yes,2018-11-27,"",28,BREAK
kafm,yes,2018-11-27,"",29,The Chocolate Butterfly,dunkelbunt,dunkelbunt,raindrops and elephants,6:20,Balkan journey
kafm,yes,2018-11-27,"",30,My Red Hot Car,Squarepusher,squarepusher,My Red Hot Car,4:19,Stuttering through the lights
kafm,yes,2018-11-27,"",31,Boy Before,Beechwood,beechwood,Inside The Flesh Hotel,3:05,Leisurely determination
kafm,yes,2018-11-27,"",32,Girls ,Death In Vegas,death-in-vegas,,4:27,Ending drone
kafm,yes,2018-11-27,"",33,BREAK
kafm,yes,2018-11-27,"",34,Why For,Yuno,yuno,Moodie [EP],4:34,Distant synth calls
kafm,yes,2018-11-27,"",35,El Paisaje,Nebula Rosa,nebula-rosa,Bengala,2:32,Sound carries over the fields
kafm,yes,2018-11-27,"",36,Not Of This Earth,Angry Samoans,angry-samoans,,1:12,Otherwordly
kafm,yes,2018-11-27,"",37,Santa Fe,The Skiffle Players,skiffle-players,Skiff,6:14,Cavernous drone
kafm,yes,2018-11-27,"",38,BREAK
kafm,yes,2018-11-27,"",39,Time 2 Be Bad,Jon Spencer,jon-spencer,Spencer Plays The Hits,3:20,Get it ready for Jon
kafm,yes,2018-11-27,"",40,Ramblin' Rose,Pascal Comelade + Les Liminanas,pascal-comelade-les-liminanas,Traite De Guitarres Triolectiques,2:14,Toys go surfing
kafm,yes,2018-11-27,"",41,This Was Made Here,Meklit Hadero,meklit-hadero,When The People Move The Music Moves Too,5:33,In five
kafm,yes,2018-11-27,"",42,BREAK
kafm,yes,2018-11-27,"",43,Quorum,Low,low,Double Negative,3:43,Everything is perfectly normal
kafm,yes,2018-11-27,"",44,Slice,Don Caballero,don-caballero,,5:09,Multiple pendulums are in and out of sync
kafm,yes,2018-11-27,"",45,Headache For Sisyphus,The Ass Baboons Of Venus,ass-baboons-of-venus,Phuket Ala Bum Bum,4:23,Strange it to the max
kafm,yes,2018-11-27,"",46,BREAK
kafm,yes,2018-11-27,"",47,How To Die Happy,Fucked Up,fucked-up,Dose Your Dreams,4:52,Shoegaze
kafm,yes,2018-11-27,"",48,Transmission XXX,Yohimbe Brothers,yohimbe-brothers,Front End Lifter,3:10,Get the skronk 
kafm,yes,2018-11-27,"",49,47th St,Shannen Moser,shannen-moser,I'll Sing,2:25,End of the evening lament
kafm,yes,2018-11-27,"",50,BREAK
kafm,yes,2018-11-27,"",51,A Wonderful Beast,Calvin Johnson,calvin-johnson,A Wonderful Beast,4:10,That voice
kafm,yes,2018-11-27,"",52,Nerve Attack,Mudhoney,mudhoney,Digital Garbage,2:45,Some things never change
kafm,yes,2018-11-27,"",53,BREAK
kafm,yes,2018-11-27,"",54,Harvest Feast,All Them Witches,all-them-witches,ATW,10:45,Long and drawn
kafm,yes,2018-12-11,"",1,Fishbelly 86 Onions,All Them Witches,all-them-witches,ATW,6:02,Count to twenty
kafm,yes,2018-12-11,"",2,Boxing Day,Boyracer,boyracer,,1:15,About as close as I'll get
kafm,yes,2018-12-11,"",3,On An Edge,Cloud Nothings,cloud-nothings,Last Building Burning,3:15,Flames burning high
kafm,yes,2018-12-11,"",4,BREAK
kafm,yes,2018-12-11,"",5,Zabumba No Mar,Zuco 103,zuco-103,Outro Lado,3:41,Connie Francis on hyperspeed
kafm,yes,2018-12-11,"",6,Mentiras,Los Amigos Invisibles,los-amigos-invisibles,,3:21,Pure lies
kafm,yes,2018-12-11,"",7,So Danço Samba,Wanda De Sah,wanda-de-sah,Ultra Lounge: Tiki Sampler,2:15,Let's all dance Samba
kafm,yes,2018-12-11,"",8,Boogie Woogie Country Gal,Robbie Fulks & Linda Gail Lewis,robbie-fulks-linda-gail-lewis,Wild! Wild! Wild!,3:46,Set the piano afire
kafm,yes,2018-12-11,"",9,BREAK
kafm,yes,2018-12-11,"",10,Worried Shoes,Daniel Smith / Sufjan Stevens,daniel-smith-sufjan-stevens,,3:55,Killing the monster
kafm,yes,2018-12-11,"",11,Rosie,The Smugglers,smugglers,,2:23,Oh Canadia
kafm,yes,2018-12-11,"",12,So High,The Glands,glands,Double Coda,2:53,Lost classic
kafm,yes,2018-12-11,"",13,Sir Prize,The Starlight Mints,starlight-mints,,3:11,It's all about quantum computing
kafm,yes,2018-12-11,"",14,BREAK
kafm,yes,2018-12-11,"",15,The Way I Feel,Dude York,dude-york,Sincerly,3:03,The punchline to a joke
kafm,yes,2018-12-11,"",16,White Horse,King Kong,king-kong,Funny Farm,6:13,If you want to ride
kafm,yes,2018-12-11,"",17,5 Times Out Of 100,Hot Hot Heat,hot-hot-heat,,3:54,Tell me what my odds are
kafm,yes,2018-12-11,"",18,Locate,Satisfact,satisfact,The Third Meeting At the Third Counter,3:41,Ready for a pummeling
kafm,yes,2018-12-11,"",19,BREAK
kafm,yes,2018-12-11,"",20,"Long Horns, Long Necks, Long Legs",The Skiffle Players,skiffle-players,Skiff,3:31,Swaggering groove
kafm,yes,2018-12-11,"",21,Clemency,Laura Gibson,laura-gibson,Goners,4:24,Haunting sparseness
kafm,yes,2018-12-11,"",22,Bonita,The Bad Man,bad-man,Laughing With Bad Teeth,2:00,Old school feel
kafm,yes,2018-12-11,"",23,BREAK
kafm,yes,2018-12-11,"",24,Forozinho Aperreado,Brave Combo,brave-combo,Humansville,2:47,North Brazilian charm
kafm,yes,2018-12-11,"",25,Gold Rush,Death Cab For Cutie,death-cab-for-cutie,Thank You For Today,4:00,Cascading down
